2012,8,4,44,508335.7495,11553.0852
2012,8,5,13,164670.5888,12666.9683
2012,8,6,22,466918.2463,21223.5566
2012,8,7,31,115288.927,3718.9976
2012,8,8,19,42222.2248,2222.2223
2012,8,9,69,145343.1446,2106.4223
2012,8,10,35,131801.5298,3765.7579
2012,9,1,37,612463.2578,16553.061
2012,9,2,14,432675.0012,30905.3572
2012,9,3,13,319422.4749,24570.9596
2012,9,4,50,926635.1822,18532.7036
2012,9,5,17,281003.6741,16529.6278
2012,9,6,44,602157.8386,13685.4054
2012,9,7,31,262701.4644,8474.2407
2012,9,8,19,35414.4552,1863.9186
2012,9,9,92,196248.6677,2133.1376
2012,9,10,35,213002.1699,6085.7762
2012,10,1,43,200788.7303,4669.5053
2012,10,2,8,202102.8341,25262.8542
2012,10,3,14,259583.7205,18541.6943
2012,10,4,66,820963.4263,12438.8397
2012,10,5,9,259212.5879,28801.3986
2012,10,6,34,561240.4432,16507.0718
2012,10,7,22,128921.0928,5860.0496
2012,10,8,28,58017.3748,2072.0491
2012,10,9,62,122565.2269,1976.8584
2012,10,10,35,244664.7602,6990.4217
2012,11,1,42,277598.4823,6609.4876
2012,11,2,8,269839.3504,33729.9188
2012,11,3,7,166677.7919,23811.1131
2012,11,4,62,402460.5763,6491.2996
2012,11,5,11,140842.1916,12803.8356
2012,11,6,26,319819.9578,12300.7676
2012,11,7,47,126524.7756,2692.0165
2012,11,8,32,57006.2577,1781.4455
2012,11,9,106,218008.4017,2056.683
2012,11,10,42,118375.3439,2818.4605
2012,12,1,47,503820.0194,10719.5748
2012,12,2,13,312669.4615,24051.497
2012,12,3,14,263550.7642,18825.0545
2012,12,4,60,781952.9214,13032.5486
2012,12,5,18,240254.6478,13347.4804
2012,12,6,38,416454.4645,10959.328
2012,12,7,28,203755.9788,7276.9992
2012,12,8,20,39485.9395,1974.2969
2012,12,9,100,210130.8046,2101.308
2012,12,10,40,204773.167,5119.3291
2013,1,1,35,132466.2661,3784.7504
2013,1,2,9,171608.4392,19067.6043
2013,1,3,14,202261.2412,14447.2315
2013,1,4,68,556150.6565,8178.6861
2013,1,5,10,157417.6261,15741.7626
2013,1,6,32,469186.4587,14662.0768
2013,1,7,35,121103.7535,3460.1072
2013,1,8,35,76864.5552,2196.1301
2013,1,9,118,245877.6662,2083.709
2013,1,10,44,207124.8894,4707.3838
2013,2,1,40,291095.5501,7277.3887
2013,2,2,8,377471.5013,47183.9376
2013,2,3,8,218487.6571,27310.9571
2013,2,4,35,485072.5154,13859.2147
2013,2,5,13,196642.7644,15126.3664
2013,2,6,24,519516.2921,21646.5121
2013,2,7,38,137170.7643,3609.7569
2013,2,8,30,62590.9246,2086.3641
2013,2,9,94,196345.3108,2088.7799
2013,2,10,35,115825.5866,3309.3024
2013,3,1,62,613562.8536,9896.175
2013,3,2,14,384092.3222,27435.1658
2013,3,3,15,319856.0998,21323.7399
2013,3,4,60,952570.7864,15876.1797
2013,3,5,19,240114.7286,12637.6172
2013,3,6,38,546868.6262,14391.2796
2013,3,7,41,276427.5385,6742.135
2013,3,8,37,73427.2432,1984.52
2013,3,9,115,238335.0813,2072.4789
2013,3,10,40,186350.6591,4658.7664
2013,4,1,46,166660.6948,3623.0585
2013,4,2,9,201615.3594,22401.7066
2013,4,3,15,248029.4033,16535.2935
2013,4,4,77,798483.3107,10369.9131
2013,4,5,11,235435.8362,21403.2578
2013,4,6,38,525728.9935,13834.9735
2013,4,7,36,154563.5524,4293.432
2013,4,8,38,62339.4351,1640.5114
2013,4,9,112,226708.5813,2024.1837
2013,4,10,46,221146.0067,4807.5218
2013,5,1,43,487428.2923,11335.5416
2013,5,2,7,215034.07,30719.1528
2013,5,3,7,244261.5401,34894.5057
2013,5,4,79,960385.9368,12156.784
2013,5,5,12,200163.8831,16680.3235
2013,5,6,17,576366.9462,33903.938
2013,5,7,57,168549.7237,2957.0126
2013,5,8,47,285165.5161,6067.3514
2013,5,9,119,281113.4128,2362.2975
2013,5,10,40,239615.625,5990.3906
2013,6,1,86,925474.2621,10761.3286
2013,6,2,17,323580.4705,19034.1453
2013,6,3,16,427596.4269,26724.7766
2013,6,4,131,929320.2688,7094.0478
2013,6,5,21,310417.2471,14781.7736
2013,6,6,60,685595.7924,11426.5965
2013,6,7,76,906054.8621,11921.7745
2013,6,8,76,408022.7238,5368.72
2013,6,9,146,425665.2739,2915.5155
2013,6,10,90,384537.9359,4272.6437
2013,7,1,264,794164.6992,3008.1996
2013,7,2,11,309096.1495,28099.6499
2013,7,3,13,392829.8676,30217.6821
2013,7,4,355,1088582.5182,3066.4296
2013,7,5,14,328279.6543,23448.5467
2013,7,6,290,830057.7188,2862.2679
2013,7,7,144,315764.7213,2192.8105
2013,7,8,151,253737.3584,1680.3798
2013,7,9,316,513157.5061,1623.9161
2013,7,10,182,696170.6511,3825.1134
2013,8,1,255,469177.0781,1839.9101
2013,8,2,7,212906.1634,30415.1662
2013,8,3,7,182924.001,26132.0001
2013,8,4,349,914450.2527,2620.2012
2013,8,5,12,181786.2846,15148.857
2013,8,6,245,525099.5787,2143.2635
2013,8,7,178,182206.0084,1023.6292
2013,8,8,157,345174.1461,2198.5614
2013,8,9,379,437404.2109,1154.1008
2013,8,10,200,282845.2793,1414.2263
2013,9,1,270,799611.4305,2961.5238
2013,9,2,18,204013.4618,11334.0812
2013,9,3,16,365911.419,22869.4636
2013,9,4,369,881995.0677,2390.2305
2013,9,5,21,263184.3583,12532.5884
2013,9,6,249,540507.2667,2170.7119
2013,9,7,135,802984.3449,5948.0321
2013,9,8,148,329338.7763,2225.262
2013,9,9,372,507732.4517,1364.8721
2013,9,10,193,388226.7605,2011.5376
2013,10,1,314,758382.8113,2415.2318
2013,10,2,12,250009.7312,20834.1442
2013,10,3,16,357515.0421,22344.6901
2013,10,4,407,933249.3282,2292.9958
2013,10,5,17,247661.2059,14568.3062
2013,10,6,297,904192.4585,3044.419
2013,10,7,159,302580.9188,1903.0246
2013,10,8,144,309418.6472,2148.7406
2013,10,9,390,636814.2598,1632.857
2013,10,10,212,674551.5388,3181.8468
2013,11,1,337,607461.2987,1802.5557
2013,11,2,9,157785.4202,17531.7133
2013,11,3,9,128235.4309,14248.3812
2013,11,4,418,900406.9175,2154.0835
2013,11,5,9,129411.7493,14379.0832
2013,11,6,272,398709.4663,1465.8436
2013,11,7,200,249111.1278,1245.5556
2013,11,8,192,319691.3244,1665.0589
2013,11,9,419,473749.5875,1130.6672
2013,11,10,238,330105.6772,1386.9986
2013,12,1,301,714015.4345,2372.1443
2013,12,2,17,158353.9397,9314.9376
2013,12,3,15,286428.1702,19095.2113
2013,12,4,377,838541.7814,2224.2487
2013,12,5,21,215215.6316,10248.3634
2013,12,6,322,488620.1013,1517.4537
2013,12,7,174,654501.9506,3761.5054
2013,12,8,180,343721.3208,1909.5628
2013,12,9,435,519500.7081,1194.2545
2013,12,10,208,341678.0576,1642.6829
2014,1,1,304,678867.4565,2233.1166
2014,1,2,13,219305.9481,16869.6883
2014,1,3,15,288678.4017,19245.2267
2014,1,4,439,873580.6416,1989.9331
2014,1,5,16,221293.923,13830.8701
2014,1,6,272,627153.8372,2305.7126
2014,1,7,197,282619.872,1434.6186
2014,1,8,181,317696.3359,1755.2283
2014,1,9,474,706516.467,1490.541
2014,1,10,230,582314.9879,2531.8042
2014,2,1,276,187160.4312,678.1175
2014,2,4,357,315234.674,883.0102
2014,2,6,221,85634.4781,387.4863
2014,2,7,164,129042.2022,786.8426
2014,2,8,158,174436.4154,1104.0279
2014,2,9,386,392463.3249,1016.7443
2014,2,10,194,194241.7662,1001.2462
2014,3,1,349,1306325.9255,3743.0542
2014,3,2,26,383580.5953,14753.0998
2014,3,3,23,452475.1385,19672.8321
2014,3,4,476,1666323.8367,3500.6803
2014,3,5,34,458278.4446,13478.7777
2014,3,6,314,1000057.8749,3184.8976
2014,3,7,220,935031.3994,4250.1427
2014,3,8,225,624737.6963,2776.6119
2014,3,9,484,714771.409,1476.8004
2014,3,10,248,555453.9935,2239.7338
2014,4,1,329,298756.9689,908.0758
2014,4,2,2,2660.0003,1330.0001
2014,4,3,2,132.5337,66.2668
2014,4,4,459,460905.2897,1004.1509
2014,4,5,2,2696.1006,1348.0503
2014,4,6,262,150477.0393,574.3398
2014,4,7,178,165860.3826,931.7999
2014,4,8,209,219775.0797,1051.5554
2014,4,9,450,456493.8311,1014.4307
2014,4,10,222,228128.9237,1027.6077
2014,5,1,377,873626.4491,2317.3115
2014,5,2,12,271184.062,22598.6718
2014,5,3,14,336163.1457,24011.6532
2014,5,4,472,1111630.949,2355.1503
2014,5,5,14,303545.8169,21681.844
2014,5,6,309,806807.7467,2611.0283
2014,5,7,211,352759.0653,1671.8439
2014,5,8,216,389254.5552,1802.1044
2014,5,9,511,790849.9923,1547.6516
2014,5,10,275,770361.4288,2801.3142
2014,6,1,172,10665.5863,62.0092
2014,6,4,180,9842.4166,54.68
2014,6,5,3,125.9258,41.9752
2014,6,6,196,11471.6179,58.5286
2014,6,7,69,3660.8774,53.0561
2014,6,8,69,3818.4399,55.3397
2014,6,9,168,9958.8176,59.2786
2014,6,10,82,4607.797,56.1926
